property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,emaar palm gardens,sector 83,1.6,9557.94504181601,3.0,3.0,3+,6.0,Relatively New,1674.0,1,1,1,1,0,2,167
flat,pioneer araya,sector 62,9.14,23245.167853509665,4.0,6.0,3,16.0,Relatively New,3932.0,1,1,1,0,0,2,146
flat,smart world gems,sector 89,1.16,11623.246492985973,3.0,2.0,3,1.0,New Property,998.0,1,0,0,0,0,0,49
flat,pyramid urban,sector 67a,0.7,10654.490106544901,2.0,2.0,1,14.0,New Property,657.0,0,0,0,0,0,0,44
flat,m3m heights,sector 65,2.79,14169.629253428137,3.0,3.0,3,26.0,New Property,1969.0,0,0,0,0,0,0,15
house,independent,sector 54,5.5,38194.444444444445,18.0,18.0,3+,4.0,Relatively New,1440.0,0,1,0,0,0,1,70
flat,woodstock floors,sector 50,1.05,9562.841530054644,2.0,2.0,2,2.0,Moderately Old,1098.0,0,0,0,0,0,0,53
flat,sobha city,sector 108,3.95,16858.72812633376,4.0,5.0,3,25.0,Relatively New,2343.0,0,0,0,0,0,0,59
house,independent,sector 7,8.0,22222.222222222223,4.0,5.0,3+,1.0,Old Property,3600.0,1,1,0,1,0,0,31
flat,ireo skyon,sector 60,2.05,13486.842105263158,2.0,3.0,2,2.0,Relatively New,1520.0,0,0,1,0,0,2,174
flat,shreeram apartment ii,sector 4,0.21,4200.0,1.0,1.0,1,2.0,Relatively New,500.0,0,0,0,0,0,0,7
flat,shree vardhman victoria,sector 70,1.9,10764.87252124646,3.0,3.0,3,10.0,New Property,1765.0,0,1,1,1,1,0,36
house,independent,sector 2,5.6,17283.95061728395,8.0,6.0,3+,2.0,Moderately Old,3240.0,1,1,1,1,0,0,0
flat,dlf the skycourt,sector 86,1.5,8426.966292134832,3.0,3.0,3+,18.0,Relatively New,1780.0,1,0,0,0,0,0,174
flat,sare crescent parc,sector 92,0.8,4653.868528214078,4.0,3.0,2,10.0,Relatively New,1719.0,0,0,0,0,1,0,37
house,independent,sector 3,0.68,3874.6438746438753,5.0,3.0,0,1.0,Moderately Old,1755.0,0,0,0,0,0,0,0
flat,tata primanti,sector 72,4.1,15595.283377710157,4.0,5.0,3+,39.0,New Property,2629.0,0,1,0,0,1,0,103
house,independent,sector 3 phase 2,1.1,10000.0,5.0,4.0,2,1.0,Relatively New,1100.0,0,0,0,0,0,0,0
flat,imperia elvedor,sector 37c,0.55,8221.225710014947,1.0,1.0,0,5.0,Relatively New,669.0,0,0,0,0,0,0,0
flat,bestech park view residency,sector 2,1.4,8690.254500310366,3.0,3.0,3+,6.0,Old Property,1611.0,0,0,0,0,0,1,107
flat,bestech park view residency,sector 2,1.4,8690.254500310366,3.0,3.0,3+,6.0,Old Property,1611.0,0,0,0,0,0,1,107
flat,adani m2k oyster grande,sector 102,1.8,10526.315789473685,3.0,4.0,3,17.0,Relatively New,1710.0,0,1,0,0,0,0,49
flat,hero homes,sector 104,1.75,11445.38914323087,3.0,3.0,3,2.0,Under Construction,1529.0,0,0,0,0,0,0,30
flat,bestech park view spa next,sector 67,2.7,12693.935119887165,4.0,4.0,3+,9.0,Moderately Old,2127.0,0,1,0,1,0,2,149
flat,umang winter hills,sector 77,1.1,6014.215418261345,3.0,4.0,3+,9.0,Relatively New,1829.0,0,1,0,0,0,0,49
flat,central park flower valley aqua front towers,sector 33,1.7,10500.308832612724,3.0,3.0,3,12.0,Under Construction,1619.0,0,0,0,0,0,0,24
flat,emaar mgf emerald floors premier,sector 65,2.25,15070.32819825854,3.0,3.0,3+,3.0,Relatively New,1493.0,1,1,0,0,0,0,152
flat,orchid petals,sector 49,2.45,13136.729222520107,3.0,3.0,3,0.0,Relatively New,1865.0,1,0,0,0,0,0,49
flat,bestech park view ananda,sector 81,0.88,7195.421095666394,2.0,2.0,3,8.0,Relatively New,1223.0,1,0,0,0,0,2,95
flat,mvn athens,sohna road,0.27,5304.518664047151,2.0,2.0,1,4.0,Relatively New,509.0,0,0,0,0,1,2,35
flat,ats triumph,sector 104,1.85,8928.57142857143,3.0,4.0,3+,14.0,Relatively New,2072.0,1,1,1,1,0,0,117
flat,pivotal devaan,sector 84,0.3,6000.0,1.0,1.0,1,14.0,New Property,500.0,0,0,0,0,0,2,22
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,11634.844868735083,3.0,3.0,3,10.0,Relatively New,1676.0,0,0,0,0,0,0,59
flat,ashiana anmol,sohna road,0.93,9300.0,2.0,2.0,2,9.0,Under Construction,1000.0,0,0,0,0,1,0,31
flat,m3m heights,sector 65,2.1,20689.655172413793,2.0,2.0,3,8.0,New Property,1015.0,0,0,0,0,0,0,31
flat,paras dews,sector 106,1.28,10792.580101180438,3.0,4.0,3+,24.0,Relatively New,1186.0,0,1,0,0,0,0,49
flat,signature global park,sohna road,0.56,6133.6254107338455,2.0,2.0,3,3.0,New Property,913.0,0,0,0,0,0,0,81
flat,dlf the belaire,sector 54,7.0,25782.68876611418,4.0,6.0,3+,12.0,Moderately Old,2715.0,0,1,1,1,0,2,108
house,independent,sector 43,5.75,29715.762273901808,4.0,4.0,2,2.0,Old Property,1935.0,0,1,1,1,0,0,34
house,independent,sector 55,7.49,27740.74074074074,12.0,12.0,3+,4.0,Relatively New,2700.0,1,1,0,1,0,2,49
flat,ireo victory valley,sector 67,2.99,13590.909090909092,3.0,3.0,3,4.0,Relatively New,2200.0,0,1,0,0,0,2,37
flat,signature global grand iva,sector 103,0.23,5750.0,1.0,1.0,1,4.0,Relatively New,400.0,0,0,0,0,0,0,23
flat,bestech park view city,sector 49,3.0,13636.363636363636,4.0,4.0,3,5.0,Moderately Old,2200.0,0,1,0,1,0,2,141
house,independent,sector 26,6.0,33333.333333333336,8.0,5.0,3+,3.0,Old Property,1800.0,0,0,0,0,0,2,9
flat,central park resorts,sector 48,15.0,20150.45674368619,5.0,6.0,3+,17.0,Relatively New,7444.0,1,1,0,1,0,1,45
flat,deepak minda,manesar,1.25,4243.0414120841815,4.0,4.0,3+,6.0,Moderately Old,2946.0,0,0,0,0,0,2,44
flat,ramprastha the edge towers,sector 37d,0.8,6153.846153846154,2.0,2.0,3,2.0,Relatively New,1300.0,0,0,0,0,0,0,78
flat,indiabulls centrum park,sector 103,1.33,7959.3058049072415,3.0,3.0,3+,8.0,Relatively New,1671.0,1,0,0,0,0,0,150
flat,bestech park view residency,sector 2,1.01,7884.465261514441,2.0,2.0,3,0.0,Moderately Old,1281.0,0,0,0,0,0,0,92
flat,smart world gems,sector 89,1.71,12016.86577652846,3.0,2.0,0,3.0,New Property,1423.0,0,0,0,0,0,0,45
house,independent,sector 51,2.25,225000.0,6.0,3.0,3+,3.0,Relatively New,100.0,0,0,0,0,0,0,54
flat,godrej nature plus,sector 33,1.55,8959.537572254336,3.0,2.0,3+,8.0,New Property,1730.0,0,0,0,0,0,0,43
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,11454.545454545454,2.0,2.0,3,7.0,Relatively New,1100.0,0,0,0,0,0,2,49
house,my home,sector 110,0.34,12592.592592592595,2.0,2.0,2,3.0,Moderately Old,270.0,0,0,0,0,0,0,22
flat,orris carnation residency,sector 85,0.88,6547.619047619048,3.0,3.0,1,1.0,Relatively New,1344.0,0,0,0,0,0,0,65
house,independent,sector 26,4.5,33333.333333333336,5.0,5.0,3+,2.0,Old Property,1350.0,0,0,0,0,0,0,7
flat,dlf the ultima,sector 81,2.4,13333.333333333334,3.0,3.0,2,10.0,Relatively New,1800.0,0,1,0,0,0,1,174
flat,eldeco accolade,sohna road,0.78,6818.181818181818,2.0,2.0,2,3.0,Relatively New,1144.0,0,0,0,0,0,0,72
flat,ireo the corridors,sector 67a,1.5,10000.0,2.0,2.0,2,10.0,Relatively New,1500.0,0,0,1,0,0,2,38
flat,ats tourmaline,sector 109,1.75,8992.805755395684,3.0,4.0,3+,9.0,Relatively New,1946.0,0,1,0,0,0,0,94
house,independent,sector 4,0.67,77011.49425287357,3.0,2.0,1,1.0,Moderately Old,87.0,0,0,0,1,1,0,19
flat,godrej aria,sector 79,0.96,9486.166007905138,2.0,2.0,3,8.0,Relatively New,1012.0,0,0,0,0,0,0,49
flat,tulip violet,sector 69,1.75,9620.670698185817,4.0,4.0,2,10.0,Relatively New,1819.0,0,0,0,0,0,2,109
house,project mianwali colony,sector 12,1.7,8500.0,1.0,1.0,2,1.0,Old Property,2000.0,0,0,0,0,0,0,0
flat,bptp astaire gardens,sector 70a,1.6,10000.0,4.0,4.0,3,1.0,Relatively New,1600.0,1,0,0,0,1,0,42
house,independent,sector 17,0.29,3254.769921436588,2.0,1.0,0,0.0,Old Property,891.0,0,0,0,0,0,0,0
house,independent,sector 13,0.5,90909.09090909091,12.0,4.0,3,4.0,Old Property,55.0,0,0,0,0,0,0,15
flat,pyramid urban homes 2,sector 86,0.44,6586.826347305389,2.0,2.0,2,6.0,Relatively New,668.0,0,0,0,0,0,2,63
house,sushant lok 1 builder floors,sector 43,6.25,30727.63028515241,7.0,7.0,3+,3.0,Moderately Old,2034.0,1,1,1,0,0,0,46
flat,bestech park view sanskruti,sector 92,1.68,9312.638580931263,3.0,4.0,3+,15.0,Relatively New,1804.0,0,1,0,0,0,2,174
flat,signature global city 92,sector 92,0.78,7202.216066481995,2.0,2.0,2,2.0,New Property,1083.0,0,0,0,0,0,2,47
flat,ramsons kshitij,sector 95,0.3,3157.8947368421054,2.0,2.0,1,11.0,Relatively New,950.0,0,0,0,0,0,0,0
flat,sidhartha ncr greens,sector 95,0.6,6160.164271047228,2.0,2.0,2,14.0,Relatively New,974.0,1,0,0,0,0,0,31
house,independent,sector 9,1.65,18333.333333333332,2.0,3.0,0,3.0,Old Property,900.0,0,0,0,0,0,0,0
flat,senate court,sector 62,0.9,14084.507042253521,1.0,1.0,0,0.0,Relatively New,639.0,0,0,0,0,0,0,0
house,independent,sector 23,5.5,13095.238095238095,9.0,9.0,3+,3.0,Moderately Old,4200.0,0,1,0,0,1,2,0
flat,signature global park,sohna road,0.65,6232.023010546501,2.0,2.0,2,2.0,Relatively New,1043.0,0,0,0,1,0,0,118
flat,ambience creacions,sector 22,4.3,16538.46153846154,3.0,4.0,3+,6.0,Relatively New,2600.0,0,1,0,0,1,1,120
flat,rof ananda,sector 95,0.26,6403.940886699507,1.0,1.0,1,8.0,New Property,406.0,0,0,0,0,0,0,49
flat,deepak minda,manesar,1.25,4245.923913043478,3.0,3.0,3+,6.0,Moderately Old,2944.0,0,1,0,0,0,0,44
flat,whiteland  the aspen,sector 76,3.5,11916.922029281579,3.0,4.0,3,8.0,Under Construction,2937.0,0,0,0,0,0,0,0
flat,saan verdante,sector 95,2.0,10183.299389002037,3.0,4.0,3+,5.0,New Property,1964.0,0,1,0,0,0,0,49
house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8878.504672897196,4.0,3.0,2,1.0,Old Property,1070.0,0,0,0,0,0,0,8
house,ansal sushant lok plots,sector 43,3.3,26570.048309178743,1.0,1.0,0,2.0,Under Construction,1242.0,0,0,0,0,0,0,0
house,ardee city,sector 52,5.5,183333.33333333334,9.0,9.0,3+,3.0,Moderately Old,300.0,0,1,0,1,1,2,26
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.696969696968,4.0,4.0,3,2.0,Relatively New,1650.0,1,0,0,0,0,2,89
flat,chintels paradiso,sector 109,1.97,8277.310924369747,4.0,4.0,2,11.0,Relatively New,2380.0,0,1,0,1,0,0,49
flat,tulip monsella,sector 53,8.25,31003.38218714769,3.0,4.0,3,8.0,Under Construction,2661.0,0,1,0,0,0,1,35
house,independent,sector 43,2.15,13030.30303030303,1.0,1.0,0,1.0,Moderately Old,1650.0,0,0,0,0,0,0,0
house,dlf city phase 1,sector 26,9.25,13214.285714285714,12.0,12.0,3+,4.0,New Property,7000.0,0,1,0,1,0,2,43
flat,smart world orchard,sector 61,2.55,15644.171779141105,3.0,3.0,2,4.0,New Property,1630.0,0,0,0,0,1,0,30
flat,dlf regal gardens,sector 90,1.27,8466.666666666666,3.0,3.0,3+,2.0,Relatively New,1500.0,0,0,0,0,1,0,72
house,private house,sector 55,7.05,46906.1876247505,18.0,18.0,3+,4.0,Relatively New,1503.0,0,0,0,0,1,1,57
flat,sare green parc,sector 92,0.85,6740.681998413957,3.0,2.0,2,14.0,Relatively New,1261.0,0,0,0,0,0,0,0
flat,indiabulls enigma,sector 110,3.79,10934.795152914023,5.0,5.0,3,4.0,Relatively New,3466.0,0,1,0,0,1,0,125
house,signature global city 81,sector 81,0.75,6849.315068493151,3.0,2.0,3,4.0,Under Construction,1095.0,1,0,0,0,0,0,97
flat,gls avenue 51,sector 92,0.39,5469.845722300141,3.0,3.0,3+,6.0,Relatively New,713.0,0,0,0,0,0,0,104
house,ansals palam vihar,sector 2,2.75,17662.170841361592,3.0,3.0,3,2.0,Moderately Old,1557.0,1,0,0,1,0,2,15
flat,m3m merlin,sector 67,3.32,16468.25396825397,3.0,4.0,3,8.0,New Property,2016.0,0,1,0,0,0,2,174
flat,sare crescent parc,sector 92,0.92,4854.8812664907655,4.0,5.0,3+,14.0,Moderately Old,1895.0,0,0,0,0,0,2,131
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,13463.892288861689,2.0,2.0,1,8.0,Under Construction,817.0,0,0,0,0,0,0,105
flat,dlf beverly park,sector 25,8.0,13845.621322256837,5.0,5.0,3+,2.0,Old Property,5778.0,1,1,0,1,1,1,26
flat,vatika city,sector 49,1.79,11503.856041131105,3.0,3.0,3,9.0,Old Property,1556.0,0,1,0,0,0,0,38
house,international city by sobha phase 2,sector 109,10.0,27777.777777777777,4.0,5.0,3+,2.0,New Property,3600.0,1,1,0,1,1,2,49
house,vipul tatvam villa,sector 48,8.4,21000.0,4.0,5.0,3+,2.0,Moderately Old,4000.0,1,1,0,1,0,2,49
house,independent,sector 26,20.0,44444.444444444445,5.0,7.0,3+,3.0,Relatively New,4500.0,0,1,0,1,0,1,97
flat,tulip violet,sector 69,1.76,9675.645959318306,4.0,4.0,2,6.0,Relatively New,1819.0,0,0,0,0,0,0,108
house,vipul tatvam villa,sector 48,6.4,24691.35802469136,3.0,4.0,3,2.0,Relatively New,2592.0,1,1,1,0,0,2,148
house,vipul tatvam villa,sector 48,5.5,21219.135802469136,3.0,6.0,2,2.0,Moderately Old,2592.0,0,1,0,0,1,2,106
flat,ats triumph,sector 104,2.65,9294.984216064538,4.0,4.0,3+,10.0,Relatively New,2851.0,0,1,0,0,0,0,174
flat,signature global solera,sector 107,0.5,5882.35294117647,3.0,2.0,2,5.0,Relatively New,850.0,0,0,0,0,1,0,35
flat,emaar mgf palm studios,sector 66,1.45,13401.109057301293,2.0,2.0,3,3.0,Relatively New,1082.0,0,0,0,0,0,0,92
flat,signature global park,sohna road,0.9,8875.739644970414,3.0,2.0,2,2.0,Under Construction,1014.0,0,0,0,0,0,0,144
flat,imperia the esfera,sector 37c,1.4,5975.24541186513,4.0,5.0,3,9.0,Relatively New,2343.0,1,1,0,1,1,0,49
flat,bestech park view residency,sector 2,1.4,8690.254500310366,3.0,3.0,3+,8.0,Moderately Old,1611.0,0,0,0,0,0,0,92
flat,parsvnath green ville,sector 48,1.86,8458.390177353342,3.0,3.0,3+,6.0,Moderately Old,2199.0,0,1,0,0,0,2,94
house,independent,sector 38,2.1,210000.0,7.0,7.0,3+,3.0,Relatively New,100.0,1,0,1,1,0,0,27
house,experion windchants,sector 112,7.46,11748.031496062993,4.0,4.0,3+,2.0,Relatively New,6350.0,0,1,0,1,0,2,62
flat,signature global solera,sector 107,0.35,5756.578947368421,2.0,2.0,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45
flat,indiabulls enigma,sector 110,3.4,11333.333333333334,4.0,5.0,3,10.0,Relatively New,3000.0,0,1,0,0,0,0,152
flat,emaar mgf the palm drive,sector 66,3.5,15909.09090909091,3.0,3.0,2,4.0,Relatively New,2200.0,1,0,0,0,0,0,89
flat,supertech araville,sector 79,0.71,5546.875,2.0,2.0,3+,17.0,New Property,1280.0,0,0,0,0,1,0,53
flat,ild greens,sector 37c,0.9,6000.0,3.0,3.0,3,0.0,Under Construction,1500.0,0,0,0,0,0,0,66
flat,shree vardhman flora,sector 90,0.65,6190.476190476191,2.0,2.0,3,9.0,Relatively New,1050.0,1,0,0,0,0,0,67
house,independent,sector 9,0.35,87500.0,2.0,2.0,1,2.0,Old Property,40.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.7,9534.492428491307,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,88
flat,tata primanti,sector 72,4.1,17764.29809358752,3.0,3.0,3,8.0,Moderately Old,2308.0,0,1,0,0,0,0,38
flat,corona optus,sector 37c,1.27,7962.382445141066,3.0,3.0,3,2.0,Relatively New,1595.0,0,0,0,0,1,0,49
flat,m3m heights,sector 65,2.0,13956.734124214934,2.0,2.0,2,32.0,Relatively New,1433.0,0,0,0,0,0,0,48
flat,tulip lemon,sector 69,0.6,10273.972602739726,2.0,1.0,1,11.0,Relatively New,584.0,0,0,0,0,0,0,0
flat,dlf new town heights,sector 90,1.6,7480.13090229079,4.0,4.0,3+,10.0,Relatively New,2139.0,0,1,0,1,0,0,88
flat,ireo victory valley,sector 67,3.49,12812.041116005874,3.0,3.0,3,19.0,Relatively New,2724.0,0,1,0,0,0,0,103
flat,shree vardhman flora,sector 90,0.75,5193.9058171745155,2.0,2.0,3,8.0,Relatively New,1444.0,0,0,0,0,0,0,60
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,11363.636363636364,2.0,2.0,2,0.0,Relatively New,1100.0,0,0,0,0,0,0,79
flat,rof ananda,sector 95,0.38,52.99934448179194,2.0,2.0,2,10.0,New Property,71699.0,1,0,0,0,0,0,15
flat,tulip violet,sector 69,1.36,9770.114942528737,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,86
flat,bestech park view ananda,sector 81,0.9,7311.129163281885,2.0,2.0,3,8.0,New Property,1231.0,0,0,0,0,1,0,60
flat,pareena coban residences,sector 99a,1.56,8633.093525179856,3.0,5.0,3,4.0,New Property,1807.0,0,1,0,0,1,0,49
flat,pyramid urban homes 2,sector 86,0.6,7202.881152460985,3.0,2.0,2,2.0,New Property,833.0,0,0,0,0,0,0,13
flat,pyramid urban,sector 67a,0.55,9466.437177280552,2.0,2.0,2,3.0,Relatively New,581.0,0,0,0,0,0,0,73
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3.0,3.0,1,15.0,Relatively New,2000.0,0,0,0,0,0,0,60
flat,raheja revanta,sector 78,4.75,16885.8869534305,3.0,3.0,2,31.0,Under Construction,2813.0,0,1,0,0,0,0,100
flat,m3m the marina,sector 68,1.45,10622.710622710623,3.0,2.0,3+,9.0,New Property,1365.0,0,0,0,0,0,0,0
flat,emaar mgf emerald estate,sector 65,1.75,16188.714153561517,3.0,3.0,3,10.0,Relatively New,1081.0,0,1,0,0,0,2,124
flat,new sathi apartments,sector 54,1.59,7066.666666666667,3.0,3.0,3+,3.0,Moderately Old,2250.0,1,0,0,0,0,2,127
flat,eldeco accolade,sohna road,0.66,6748.4662576687115,2.0,2.0,3,12.0,Relatively New,978.0,0,0,0,1,0,0,49
flat,supertech araville,sector 79,0.83,4882.35294117647,2.0,2.0,3,5.0,New Property,1700.0,1,0,0,0,0,1,49
house,independent,sector 17a,3.93,24214.41774491682,19.0,17.0,3,4.0,Relatively New,1623.0,1,1,1,1,0,0,74
flat,adani m2k oyster grande,sector 102,2.4,10282.776349614396,3.0,4.0,3+,3.0,Relatively New,2334.0,1,0,0,0,0,2,49
flat,tulip white,sector 69,0.9,6109.979633401222,3.0,2.0,3,6.0,Relatively New,1473.0,0,0,0,1,0,0,121
flat,ss the leaf,sector 85,1.17,7048.192771084337,2.0,2.0,3,11.0,Relatively New,1660.0,0,0,0,0,0,0,49
flat,bestech park view sanskruti,sector 92,1.55,8587.257617728532,3.0,4.0,3,8.0,Relatively New,1805.0,0,1,0,0,0,0,49
house,independent,sector 57,3.3,19097.222222222223,4.0,4.0,2,3.0,Moderately Old,1728.0,0,0,1,0,0,2,60
flat,ansal heights 86,sector 86,0.74,6011.372867587327,2.0,2.0,1,11.0,Under Construction,1231.0,0,0,0,0,1,0,45
house,international city by sobha phase 2,sector 109,11.25,25000.0,7.0,5.0,3+,4.0,Relatively New,4500.0,1,1,0,1,0,0,42
house,unitech uniworld resorts,sector 33,8.0,17777.777777777777,6.0,5.0,3+,4.0,Relatively New,4500.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.0,8110.300081103001,2.0,2.0,3,3.0,New Property,1233.0,1,0,0,0,1,0,99
flat,emaar gurgaon greens,sector 102,1.38,10494.296577946767,3.0,3.0,3,6.0,Relatively New,1315.0,0,1,0,0,0,2,128
flat,bestech park view city,sector 48,1.78,11664.482306684142,3.0,4.0,2,5.0,Relatively New,1526.0,1,0,0,1,0,0,53
flat,bestech park view grand spa,sector 81,4.2,11958.997722095672,4.0,4.0,3+,25.0,Relatively New,3512.0,0,1,0,0,0,2,90
flat,godrej nature plus,sector 33,1.25,9025.270758122744,2.0,2.0,3,17.0,Under Construction,1385.0,0,0,0,0,0,0,56
house,independent,sector 27,8.0,26298.487836949374,9.0,9.0,3,4.0,Relatively New,3042.0,1,1,1,1,0,1,110
flat,ireo victory valley,sector 67,3.49,12812.041116005874,3.0,3.0,3,19.0,Relatively New,2724.0,0,1,0,0,0,0,103
flat,emaar palm gardens,sector 83,1.8,11605.41586073501,3.0,4.0,3,4.0,Relatively New,1551.0,1,1,1,1,0,2,174
house,bptp astaire gardens,sector 70a,1.04,6455.617628801986,3.0,3.0,3+,2.0,Relatively New,1611.0,0,0,0,0,1,2,145
flat,signature global solera,sector 107,0.27,4972.375690607735,2.0,2.0,2,0.0,Relatively New,543.0,0,0,0,0,0,0,45
flat,vatika city,sector 49,1.72,7037.643207855974,3.0,3.0,2,2.0,Old Property,2444.0,0,0,0,0,0,2,144
flat,godrej aria,sector 79,0.95,5896.958410924892,2.0,2.0,3,5.0,Relatively New,1611.0,0,0,0,0,0,2,174
flat,ats tourmaline,sector 109,1.45,8069.003895381191,3.0,4.0,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,71
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5400.0,2.0,2.0,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,70
flat,signature global solera 2,sector 107,0.51,8.923088228347076,2.0,2.0,1,3.0,New Property,571551.0,0,0,0,0,0,0,44
flat,m3m golfestate,sector 65,5.3,21149.24181963288,3.0,3.0,3,38.0,Moderately Old,2506.0,0,1,0,0,0,1,49
flat,central park flower valley cerise floors,sector 33,1.3,11872.14611872146,2.0,2.0,2,3.0,New Property,1095.0,1,0,0,0,0,0,22
flat,parsvnath green ville,sector 48,1.5,9375.0,3.0,3.0,3,1.0,Old Property,1600.0,0,0,0,0,0,2,128
flat,dlf regal gardens,sector 90,1.78,8900.0,4.0,4.0,3+,8.0,Relatively New,2000.0,0,0,0,0,0,0,126
flat,signature global orchard avenue,sector 93,0.4,6622.516556291391,2.0,2.0,2,11.0,New Property,604.0,0,0,0,0,0,0,37
flat,godrej habitat,sector 3,1.25,10766.580534022394,2.0,2.0,3,14.0,Under Construction,1161.0,0,0,0,0,0,0,36
house,independent,sector 50,7.0,32407.40740740741,3.0,2.0,0,1.0,Moderately Old,2160.0,0,0,0,0,0,0,0
house,independent,sector 82,7.0,21604.938271604937,4.0,4.0,3+,1.0,Relatively New,3240.0,1,1,0,1,0,2,49
house,independent,sector 7,6.5,15046.296296296296,3.0,2.0,3+,2.0,Old Property,4320.0,0,0,0,0,0,0,9
flat,signature global park,sohna road,0.52,5695.509309967141,2.0,2.0,2,3.0,Relatively New,913.0,0,0,0,1,0,0,161
flat,ild greens,sector 37c,1.0,6138.735420503376,3.0,3.0,3,3.0,Under Construction,1629.0,0,0,0,0,0,0,51
flat,dlf royalton tower,sector 43,6.5,24426.907177752724,4.0,5.0,2,8.0,Relatively New,2661.0,0,1,0,0,0,0,15
house,independent,sector 67,1.5,75000.0,5.0,3.0,2,2.0,New Property,200.0,0,0,0,0,0,0,0
flat,conscient habitat,sector 99a,0.35,5775.577557755775,2.0,2.0,1,3.0,Relatively New,606.0,0,0,0,0,0,0,62
house,independent,sector 39,1.6,17937.219730941702,1.0,1.0,2,2.0,Old Property,892.0,0,0,0,0,0,0,40
flat,dlf new town heights,sector 86,1.4,6566.604127579737,4.0,4.0,3+,20.0,Relatively New,2132.0,0,1,0,1,0,0,65
flat,signature global solera,sector 107,0.35,5756.578947368421,2.0,2.0,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45
flat,m3m capital,sector 113,2.51,14799.52830188679,3.0,3.0,3+,2.0,Under Construction,1696.0,1,0,0,0,0,0,49
flat,tulip ivory,sector 70,2.0,9220.83909635777,4.0,5.0,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,2,174
house,independent,sector 25,1.5,57692.307692307695,12.0,12.0,3+,4.0,New Property,260.0,1,1,0,1,1,1,144
house,independent,sector 105,1.3,11555.555555555555,3.0,3.0,1,2.0,Moderately Old,1125.0,0,0,0,0,0,0,16
flat,hsiidc sidco aravali,manesar,0.86,4526.315789473684,3.0,3.0,3+,3.0,Moderately Old,1900.0,0,1,0,0,0,0,81
flat,la vida by tata housing,sector 113,2.48,12525.252525252525,3.0,3.0,3+,8.0,New Property,1980.0,0,1,0,0,0,0,79
flat,m3m soulitude,sector 89,1.25,9704.968944099379,3.0,3.0,3,3.0,New Property,1288.0,1,0,0,0,1,0,61
flat,puri emerald bay,sector 104,1.32,9408.41054882395,2.0,2.0,2,10.0,Relatively New,1403.0,0,0,0,0,0,0,128
flat,puri diplomatic greens,sector 111,3.9,13017.356475300401,4.0,5.0,3+,6.0,Relatively New,2996.0,0,1,0,0,0,1,160
flat,tulip violet,sector 69,1.76,10513.73954599761,3.0,4.0,2,0.0,Relatively New,1674.0,0,0,0,0,0,0,157
flat,mapsko royale ville,sector 82,1.12,7052.896725440807,3.0,3.0,2,12.0,Relatively New,1588.0,0,0,0,1,0,0,49
house,emaar mgf marbella,sector 66,9.01,16066.333808844507,4.0,4.0,3+,3.0,Relatively New,5608.0,0,1,1,0,0,0,122
house,vatika india next,sector 82,6.5,20061.728395061727,4.0,3.0,0,2.0,Relatively New,3240.0,0,0,0,0,0,0,0
flat,m3m skycity,sector 65,3.5,15337.423312883435,3.0,3.0,3,15.0,New Property,2282.0,1,1,0,1,0,2,166
flat,sidhivinayak apartments,sector 55,1.9,9500.0,4.0,3.0,3+,9.0,Moderately Old,2000.0,0,0,0,1,0,1,35
house,independent,sector 105,1.2,13333.333333333334,7.0,4.0,1,2.0,Moderately Old,900.0,0,0,0,0,1,0,14
flat,krisumi waterfall residences,sector 36a,3.65,15890.291684806269,3.0,3.0,2,17.0,New Property,2297.0,0,0,0,0,0,0,31
flat,bestech park view grand spa,sector 81,2.29,9892.008639308855,3.0,4.0,3+,10.0,Relatively New,2315.0,1,1,0,0,0,1,174
house,bptp visionnaire,sector 70a,4.7,18007.66283524904,4.0,4.0,3+,3.0,New Property,2610.0,0,0,0,0,1,0,35
flat,emaar mgf emerald floors premier,sector 65,2.3,12547.735951991272,3.0,4.0,3,3.0,Relatively New,1833.0,1,1,1,1,0,1,174
flat,gls arawali homes,sohna road,0.26,4062.5,2.0,2.0,2,5.0,New Property,640.0,0,0,0,0,0,0,78
